IDX,IPC,CYCLE,INSTNUM,REGR,REGW,ROBR,ROBW,MEMR,MEMW,Branches,PVF
1,0.098446,2000.0,190,0.1315,0.0695,0.394,0.2735,0.22631578947368422,0.30526315789473685,0.13157894736842105,0.35055
2,0.111026,4000.0,436,0.16575,0.0985,0.5135,0.4075,0.27293577981651373,0.20642201834862386,0.20871559633027523,0.35055
3,0.100852,6000.0,604,0.1515,0.09216666666666666,0.49783333333333335,0.37316666666666665,0.23841059602649006,0.20198675496688742,0.22019867549668873,0.35055
4,0.105983,8000.0,845,0.164,0.101,0.527625,0.391125,0.21420118343195266,0.20591715976331362,0.20828402366863905,0.35055
5,0.104999,10000.0,1048,0.1636,0.1015,0.5099,0.3746,0.20896946564885496,0.21087786259541985,0.20038167938931298,0.35055
6,0.140018,12000.0,1677,0.22033333333333333,0.13575,0.5649166666666666,0.45358333333333334,0.1997614788312463,0.16398330351818724,0.1454979129397734,0.35055
7,0.173549,14000.0,2425,0.2775,0.15414285714285714,0.6338571428571429,0.5435714285714286,0.16371134020618558,0.17030927835051546,0.15463917525773196,0.35055
8,0.181477,16000.0,2898,0.2815625,0.155375,0.7050625,0.54525,0.15527950310559005,0.16804692891649414,0.1611456176673568,0.35055
9,0.170908,18000.0,3069,0.26261111111111113,0.14405555555555555,0.6725,0.5132777777777778,0.1544477028347996,0.17302052785923755,0.1609644835451287,0.35055
10,0.162817,20000.0,3250,0.25,0.1374,0.6476,0.49195,0.15476923076923077,0.172,0.164,0.35055
11,0.171881,22000.0,3774,0.2666818181818182,0.1446818181818182,0.6695454545454546,0.5218181818181818,0.1534181240063593,0.1902490726020138,0.16507684154742977,0.35055
12,0.215672,24000.0,5166,0.3299166666666667,0.18054166666666666,0.766625,0.6581666666666667,0.15253581107239644,0.17305458768873402,0.17518389469608983,0.35055
13,0.241551,26000.0,6268,0.36580769230769233,0.20046153846153847,0.8125,0.7290384615384615,0.1496490108487556,0.17278238672622845,0.17788768347160178,0.35055
14,0.235486,28000.0,6575,0.3555,0.19664285714285715,0.7963928571428571,0.7104285714285714,0.15072243346007605,0.17155893536121672,0.17840304182509506,0.35055
15,0.232557,30000.0,6963,0.35286666666666666,0.19333333333333333,0.7841666666666667,0.7022,0.1502226051989085,0.18110010053138015,0.1765043802958495,0.35055
16,0.224028,32000.0,7142,0.3375625,0.185375,0.76315625,0.673375,0.1512181461775413,0.1835620274432932,0.1775413049565948,0.35055
17,0.215395,34000.0,7309,0.3262058823529412,0.1804705882352941,0.7433823529411765,0.6523529411764706,0.15474073060610208,0.18456697222602272,0.17882063209741414,0.35055
18,0.209775,36000.0,7537,0.31783333333333336,0.17616666666666667,0.7321944444444445,0.6405277777777778,0.154438105346955,0.18628101366591482,0.1788510017248242,0.35055
19,0.209107,38000.0,7912,0.31692105263157894,0.17692105263157895,0.7275263157894737,0.6394736842105263,0.1589989888776542,0.18819514661274014,0.17997977755308392,0.35055
20,0.21609,40000.0,8616,0.32915,0.18505,0.7413,0.667175,0.16411327762302694,0.18929897864438255,0.18117455896007428,0.35055
21,0.211108,42000.0,8851,0.3231904761904762,0.1779047619047619,0.7295714285714285,0.6523095238095238,0.17060219184272962,0.19466726923511468,0.17817195797085075,0.35055
22,0.213376,44000.0,9372,0.3332272727272727,0.17054545454545456,0.7500681818181818,0.6470454545454546,0.18693982074263765,0.20977379428083653,0.1689073836961161,0.35055
